category,rating,label,text_
Kindle_Store_5,5.0,OR,"This was a wonderful follow up on the first book, ""Tragic.""
I loved how the art work was described while being painted on
her body. I enjoyed the surprises in this book as well. I really
did not see some of it coming. I wonder what the next book will have
in store? This is still very adult. :) Ready for the next one."
Kindle_Store_5,4.0,OR,"I enjoyed the first book, and the prequel ""318"", I look forward to the rest."
Books_5,5.0,OR,"Another grand slam. Convoluted, complex and difficult to foresee, Child's plot surprises and satisfy's again. Reacher notches another solved case."
Electronics_5,4.0,CG,"This kit is a great value. The quality is good.

If you have a larger head (or smaller body) you may want to get the TRS-80A. The TRS-80A is a great head for those who want to use a large head for the web. The TRS-80A has a very low profile and is very light weight. The TRS-80A has a nice feel to it. I like that the TRS-80A is adjustable so it can be adjusted. You can also adjust the tvs up to 6"" and the tvs down to 5""."
Clothing_Shoes_and_Jewelry_5,5.0,CG,"Even though they are a little bulky, they are comfortable and will keep my feet warm.  They do run small, so I am considering"
Electronics_5,5.0,OR,"My plans for this card included testing it using an ExpressCard 34 card reader installed in my older MacBook Pro and using it for the DVR function in a stand-alone surveillance camera. Well, the laptop died and the surveillance cam uses a micro-SD card.

I decided to try something completely different. I bought a Sony MRW-F3 card reader, which is specifically compatible with SD HC and SD XC cards. I then plugged the reader and card into my desktop Mac. Using Disk Utility, I reformatted the card as a bootable Mac OSX drive. I then installed Mac OSX 10.6 (Snow Leopard) on the card and ran Software Update until the installation was current (10.6.8). The desktop machine was booting from the card after the initial install. I copied some diagnostic software from my hard drive and did any setup needed for that software.

What I ended up with is a bootable external drive with diagnostic software. It is recognized as a startup volume by both the Startup Disk system preference and choose boot volume (option key) at startup. The computer boots quickly from the SD card and I did not find any issues running it from the card. The installation of the OS and diagnostic software uses a little more than half of the 16GB capacity. Unfortunately, this did not help my defunct laptop, which does not recognize any kind of drive, internal or external. On the other hand, I now have a quick, easy method of running maintenance routines and diagnostics on the boot drives of my two desktop Macs and any other Mac that can boot into OS 10.6.

This is not how this card is typically used, but I wanted a challenging situation for the card and turning it into a boot drive seemed to fit the bill. The card is fast and reliable in this unconventional application."
Clothing_Shoes_and_Jewelry_5,2.0,OR,The item is not what I expected: the cross is a bland gummy material instead of hard plastic and it s bigger and thicker than what I wished for.
Books_5,5.0,CG,"An early and unexpected bereavement, an unexpected loss, and a surprising return to a life of adventure.

I had a lot of fun with this book and I'm sure it will be a good read for all of us who grew up in"
Electronics_5,5.0,CG,"Can't beat the price. High quality. The only problem is that it's only a couple of hours.I bought this for a friend, and he is very happy"
Electronics_5,3.0,CG,"Works good. Don't get it confused with the wide-angle model.  If you have a full-frame camera, the lens will be a bit wider than you think."
Kindle_Store_5,5.0,OR,"This book is awesome!! I would recommend this book for any and everybody to read. For this to be her first book, I think that she did a great job. Karma was a handful and I can't wait for part two. King is Bae!!! You did Great Azari!!!! I couldn't put this book down no matter how hard I tried."
Books_5,5.0,CG,"After hearing about this series, I couldn't put it down.  This is a must read.I read this book in the middle of the night, and it was great.  The story was well told and the characters were strong.  I would recommend this to everyone.I loved this book.  I love the book, I love the characters, I love"
Home_and_Kitchen_5,4.0,CG,"I like my old beanbag, it's lightweight and comfortable.

The only reason I gave it 4 stars is that it's a bit small, but if you're a lot smaller than that, it's not a problem.I was excited to get this set for my daughter's first party.  She's a huge fan of the ""Star Wars"" set and so I was very excited to get a set of these as well.  The ""Star Wars"" set is very light and very colorful, and I love the colors, too. "
Home_and_Kitchen_5,4.0,OR,"This caddy is really solid and well made. I had an old metal one that I tossed in favor of this one. I have bamboo cutting boards and since I know bamboo stands up well to water, this was an easy purchase for me. It does not fit over my soaking tub and isn't adjustable, but fits in my standard tub in my guest bath. It gives the guest bath a spa-type feel. It can be used on a dresser or counter top in addition to the tub. It's spacious and securely holds wine glasses. If this had rubber grips for on the edge of the tub, I'd rate it 5 stars, but overall I really like it."
Kindle_Store_5,4.0,CG,This was an ok read.  I liked the characters.  The plot was good.  The writing is good.  The story line is good.  The writing is good.  The story line is good.  The characters are good.  I liked the story.  The book is a bit short but I will read it in the future.  I received this book in exchange for an honest review.This book was pretty good.  I like a good quick read.  I have read all of the books
Home_and_Kitchen_5,4.0,CG,"This is a great microwave!  I love the look and feel of this one, the size and the appearance are great.  I am very happy with the purchase.This is a great fan. It is quiet and does not have a fan noise. This fan is very quiet and does not"
Home_and_Kitchen_5,5.0,CG,Beautiful pillow covers. I can't tell you how impressed I am with this purchase. It's been one of my favorite pillow covers ever. I also bought the Tumbler for my bed so it's a little smaller. I'm very pleased with the quality of this product.
Home_and_Kitchen_5,5.0,CG,"The product works fine so far. The only problem is that it's not really a vacuum, but a pair of the"
Home_and_Kitchen_5,5.0,CG,"These are just what a few of the reviewers wanted. I will keep my review for the next time. If you want to get a solid product then this is the one you should go for.I had this for a few months, and it was perfect.  I ordered two for the party.  They are both the same size, and the right"
Electronics_5,5.0,CG,"Seems great, so far. Have not had any issues with it."
Electronics_5,5.0,CG,"Nice powered USB hub that works with the Macbook Pro.

The only reason I gave it 4 stars is that the front of the hub is a little tight. The keyboard is a little bit too tight and the outside is a bit too loose. This is a problem that should be fixed soon.

The only thing I would change is the capacity of the USB port. I wish I could buy a micro USB hub with an on/off switch that could be a bit easier"
Electronics_5,5.0,OR,"this is a very good item, i use it all the time to use my tablet on my big tv!"
Electronics_5,5.0,CG,Quick delivery. Very satisfied with this item.I bought these for my wife who loves the Apple Pencil
Home_and_Kitchen_5,2.0,CG,"It cooks rice fast but it takes a long time. I will keep my rice in the fridge.I bought this for a friend,"
Electronics_5,5.0,OR,One of those things bought mostly because it LOOKS useful. Seldom use it but when I do it's as close to perfect as you can get for what it's made for.
Kindle_Store_5,4.0,OR,"I do like stories that gives both sides.  I don't like a cheater though. That's the downside of this story.
 But yes I'm sure to read more of her."
Electronics_5,5.0,CG,Arrived in good time and looks great.  It is a little heavy for my small screen and doesn't fit in the bag.  I also bought the
Home_and_Kitchen_5,5.0,CG,"Beautiful color, really brightened up my room and the curtains are very soft."
Kindle_Store_5,5.0,OR,"The plot is fast paced, the scenery logical, the activities legal and illegal ring true. Overall, this is an extremely good book Kudos  to the author."
Electronics_5,1.0,CG,"I've had this less than a month and the only thing I can say is that I am pretty impressed.  I had a friend who was going to have a ""good"" keyboard and this is the one to use.  I am very pleased.I bought this to replace a broken one I bought for my TV. I did not want to"
Home_and_Kitchen_5,5.0,CG,"Since my mother only uses it a couple of times a week, I can't imagine how she would use it.  The plastic parts are also very thin and not sturdy.  The only thing I would change is to buy a fresh set.  This one is still very good quality.  I would recommend this to anyone who has a kitchen full of kids."
Electronics_5,5.0,OR,"I've never had a bluetooth speaker before, so I wasn't exactly sure what to expect. I also figured that since it was labeled as splash proof and rugged, the sound quality would be lacking. I can happily report that this isn't the case - this speaker is amazing, from its durability to its sound quality. I would highly recommend it to someone looking for a wireless, portable, rugged sound solution."
Home_and_Kitchen_5,5.0,OR,Love these and I get many comments on this spoon :-)
Clothing_Shoes_and_Jewelry_5,5.0,CG,I love this ring. It looks great and the materials are good. I also like the way the front
Home_and_Kitchen_5,5.0,CG,Daughter in law loves this.  She uses it to make her smoothies for her family.
Electronics_5,3.0,OR,"For $3.00 I got this to have a extra case, the shipping was GREAT. If u are looking for a real leather case this is not it but it will protect your tablet"
Kindle_Store_5,4.0,OR,"Cathy Johnson was busy helping out the family restaurant and trying out new things to add to the menu to think about the TV production that is coming to their small town in Virginia. The whole town seemed to be pretty much excited except her. Her heart has been broken by her high school sweetheart, a relationship that ended in a disaster. The last thing she needs was to become star struck.

Until she crossed path with the sexy and charming Greg Moran who arrives in Dogwood together with the rest of the cast and crew of Bittersweet. They had this crazy connection together, but if Cathy was careful to get her emotions in tangle, Greg can be pretty much fickle minded. He can be all in, and then all of a sudden, he was nowhere in sight. He can be interested now, and then appear disinterested the next time. He had some secrets of his own, that I wanted to know. I would have loved it more if he gets his own POV. But I was stuck with Cathy, and her thoughts weren't that bad. There were a lot of bumps before their happy ever after  and there were times when youd just wanted to ask Greg if he really wants Cathy, or if both of them wanted this to work

There were times when I got frustrated with the hot-then-cold Greg  just about everything seems to be perfect, suddenly theyd be back to square one, but still I found this book romantic and endearing. I love Cathy, and her friend Max and Hal  they were a great bunch, and both of her friends are there to catch her every time she falls. Greg was hard to love, but you couldn't resist his charms, so please don't blame Cathy.

This is my first Sunday James read, and it was okay. I look forward for the next book in the series and cant wait to read whats next for this two!"
Kindle_Store_5,5.0,CG,"Ava K Michaels has really written an amazing story about a woman who has lost her husband and has to find a way to make the most of her life.

This is a great story with a great ending.

I received this ARC for an honest review.The series was well written. "
Books_5,5.0,OR,I thought it would be a difficult transition from Larsen's writing but  it was not. Just as gres t as ever
Books_5,5.0,CG,"All Americans should be aware that the majority of the world's population is also living in poverty and we must be prepared to fight for our country and its people if we are to survive.

I had no idea that this book would be one of the most popular books in the world.  I found it to be the most difficult to"
Home_and_Kitchen_5,5.0,CG,I brew my own ginger ale.  It's a good idea to make a small batch of ginger ale before you
Home_and_Kitchen_5,3.0,OR,"After using this for the past year or so, some if the clips are starting fall off kind of easily.  No big deal, just push it right back on the rope.  For the price, it's definitely worth it.  Great for display if you don't plan on taking your hats on and off of it much."
Electronics_5,4.0,CG,"I have had no troubles with it, just a bit of a learning curve. I have used it a couple of times and it seems to work fine.

This is a great buy.I had this for a few months, and it worked great.  I used it for a couple of weeks and it was the perfect size for the camera and it fit perfectly.  I will say I have had no problems with the camera and the sound quality is good.  I have not used it in a shower yet, but I will let you know if it does not work.  I will say that the speaker is great, and it has a nice, natural sound.  The only complaint I have is that the speaker has a short cord, and the sound is not as good as"
Books_5,5.0,OR,This is a copy of the famous Shakespeare play--Richard III--published by Signet Publishing Company.  This particular publisher has been my favorite publisher Shakespeare plays since my undergraduate days. Signet's entire collection of Shakespeare's plays contains much more than the simple transcript of the play itself.  Each volume contains an extensive number of essays and articles on the particular play which is contained in the volume.  I have gone back to these volumes time and time again in order to read these articles.
Clothing_Shoes_and_Jewelry_5,5.0,CG,These boots are too cute and stretchy.  I've worn them for a couple of hours.  They're comfortable and I don't feel like I'm wearing them all day
Home_and_Kitchen_5,5.0,CG,Been using this for a few weeks and the only thing I didn't like is the size of
Clothing_Shoes_and_Jewelry_5,5.0,OR,"I will be using them to play softball.  I know that the are trail and hiking shoes but with the comfort and tread, they are a good softball shoe."
Kindle_Store_5,3.0,OR,"Compared to the first one, this was okay. There is a lot more sex and it is much more graphic."
Books_5,3.0,OR,"I want to start this review stating that I have read each one of  Kristan Higgins books.  I have enjoyed many ""Just one of the Guys"" being my favorite.  I wanted to love this book too.  I did like it at first.  I just think it is so un-plausable that  someone who had more money than God, could give it up and not be a lot more mad about losing it.  I did like the excerpts of the ""Holly Rollers"", her children novel's.  There were parts that were funny, but most the time I thought it was just trying to hard.  Kristan Higgins is very talented and I love the humor she brings to her novels, this one just wasn't her best work yet."
Electronics_5,3.0,OR,"The grip isn't tight enough for an iPad that isn't in a case, also the unit can rattle while driving. Finally, I find that my toddler constantly kicks the unit when an iPad isn't installed. More than once she managed to turn and screw off the back with her foot. A better system would hold the screen between the seats away from toddler feet and rattle less."
Kindle_Store_5,5.0,OR,"I read the series of 7 books all in a row. That is MOST unusual for me. With few exceptions, I read the first book in a series and don't bother with the second book. The characters in the Emperor's Edge are strong and well drawn. The action is basically back-to-back, just the way I like it. The only criticism I can offer is one of personal taste: there was more introspection by the characters than I like, but it did not stop me from enjoying all 7 books. Well done, Ms."
Electronics_5,5.0,CG,I love this keyboard. It's small and easy to use. I also love that it's been
Kindle_Store_5,4.0,OR,"This is yet another great addition to the Back-Up series and I loved reading this! The full range of emotions are covered here and I loved how well everything rounded out with this novella. Reading this entire series has been a great adventure filled with complex characters, an incredible storyline and an author that always leaves me wanting more. I highly recommend reading this to anyone and I received a copy of this book in exchange for an honest review."
Kindle_Store_5,5.0,OR,"First read from Emma Hart and it will not be my last. This book was just the pick me up I need after reading a lot of MC books. Mia and her friends were downright hilarious and the running commentary that Mia kept having in her head had me laughing out loud. West and his filthy delicious mouth was the type of alpha male that every woman dreams of. He let's you know what he wants when he wants it and is very confident in his abilities (with good reason).  Mia didn't think for one second that a casual hook-up with West would result into anything but the pleasure that he gave her. West was thinking the same but come to find out neither one could get the other off of their mind. When Mia finds out that she is now working for him she decides that it will be just business, too bad her heart, mind and panties didn't get the memo. When two people who can't keep their hands or mouth off the other and have gave up on relationships do is anyone's guess but if you'll like to see what happens PICK UP THIS BOOK you won't regret it."
Books_5,5.0,CG,"It starts out a love story. The story starts out good but becomes more and more confusing as we get to know the main characters. There are some things you think you know, some things you don't. It's a very good story. I would recommend this to everyone.I loved this book. I have read the entire series, and I have not read the last one. I love the characters, and I love the setting. The story was interesting, and very realistic. The setting is in Texas, and the setting is a small town in Texas. I love the setting, and the characters. They are all different, and it's nice to read about them. I was very disappointed with this book. I don't know if I would recommend it to others, but it's a great read.This is a very good read.  I would recommend it to anyone who wants a little bit of history to read.  I would also recommend it to people who want a little bit of"
Electronics_5,4.0,OR,They are what they claim to be.  End of story.
Kindle_Store_5,5.0,OR,"I loved this story, actually I really liked all of them! Great reads, wish they could have been a bit longer. Then don't we all wish that with stories we don't want to end"
Electronics_5,5.0,CG,"I've had a pair of this for the last two years and it's still going strong.  The other pair I had was the same issue and they have improved the sound a lot.  I'm not sure how much of a improvement they can make but I don't think they should.  They sound great and I'm pleased with the sound.  If I had to guess, I'd say the sound quality is decent.  The only reason I gave it 5 stars is because they are very small, but I'd be happy with them if they were small enough.

I'm not sure if the speaker is that bad because it's only about 10"" wide.  The reason I give this 5 stars is because I don't like the way the sound is wired.  I was able to find some cable that worked for the price but I never heard of it.  If I had known that I could just buy a different cable that worked, I'd probably buy a different set of speakers.

UPDATE:  I contacted the seller to see if they would send me a replacement pair of speakers.  They told me that they would not and I was able to order one of these.  I was able to send them a replacement pair of speakers but I still have a problem.

The speakers sound great and I'm happy with the sound.  The only downside is that I don't like the way the bass is wired."
Home_and_Kitchen_5,4.0,CG,"OK people... Yes it's small. But it's a very comfortable chair.  I have a large one.I bought this for a friend, and she is a very tall woman. She is very happy with it. It is very comfortable, and it is light weight. I am very pleased with the design. I have a large one, and the fact that it is a little heavier than I expected is great. I have a few of these on my kitchen counter, so I am very pleased with this purchase. It is very heavy. I am very happy with it, and I am very happy"
Electronics_5,5.0,CG,"First, this thing works well, and the quality is good.

The only reason I gave it 4 stars is that it's a bit small, but if you're"
Clothing_Shoes_and_Jewelry_5,5.0,OR,"These are amazing gloves!! The sizing was a bit confusing, but I read through comments to figure it out. They are extremely soft, flexible and feel like they were made for my hands! They are sleek and low profile, not bulky what so ever. So extremely happy with them!"
Home_and_Kitchen_5,5.0,CG,I've had it for about a month and it's just what I wanted. I'm just glad I bought it.
Electronics_5,5.0,CG,"This fan pad does a good job at preventing the HDD from spinning.

The only downside is that it's very hard to mount.  The plastic plastic part on the case is a bit flimsy and not durable enough to hold on to.  This is a problem for most fans.  It's a good thing because it's a great way to keep the fans cool.

Overall, I'm very happy with this fan."
Clothing_Shoes_and_Jewelry_5,5.0,OR,"These are gorgeous rings, a definite bargain for the price.  I ordered them for a silent auction for a fundraiser for the National MS Society & they were a hit. I hated to let them go. I am purchasing another set for myself."
Home_and_Kitchen_5,5.0,OR,These were great to send my grandkids their Halloween treats
Clothing_Shoes_and_Jewelry_5,5.0,OR,"SOOO cute! soooo expensive, but fits my 38D boobs comfortably and will cover my c-section tummy bulge in a cute, fashionable way (NOT frumpy!)"
Home_and_Kitchen_5,5.0,CG,"These towels are real nice, and I love the feel of them.  They have a nice feel"
Home_and_Kitchen_5,3.0,OR,"Somewhat hard to clean, not as convenient as I had hoped."
Clothing_Shoes_and_Jewelry_5,4.0,CG,"I used to buy Saucony, but I bought Saucony in a different color. I'm returning them. Great product! I will definitely order another pair.I'm a 4.5 and these are perfect.  They fit perfect and look great.  I'm 5'8"" and a size 8 was perfect.  I'm very happy with them.I've had this pair for a few years now and love them! They are very comfortable and a good value for the money!I bought this for my mom, she loves it, she loves it, she just needs a little more of it. She is a medium"
Clothing_Shoes_and_Jewelry_5,1.0,CG,"I ordered these to have on hand when I travel. I normally wear a size 10 and ordered a size 10.5. I am a 32D, and these fit great.I like it. It's not too heavy, it's not too thin and it's not too long. I like it as a medium and it's a great length too. I think it's great for a cute costume. I'm not sure if it's too short or long, but I"
Books_5,4.0,OR,"Twelve self-contained stories of mysteries solved, some criminal. Entertaining, but the need to wrap up the story in one chapter prevents character development and more interesting twists and turns."
Books_5,5.0,OR,Really good book. I really loved it it hard to put away once you get started. Had one of those really twists to it.
Kindle_Store_5,4.0,CG,What a fun read this is. The characters are fun and the plot is well thought out. The story is well written and the story is well written.I love this book.  The characters are well developed and the story is well written.  This book is a
Clothing_Shoes_and_Jewelry_5,3.0,CG,for a size medium they are a little tight on me but otherwise they are great!Very pretty.
Electronics_5,3.0,CG,"The Firewire 800 ports stopped working on the first try. I tried to turn it off but the USB ports are not working. I am using the Firewire 800 ports on a 4.5"" MacBook Pro and the Firewire 800 ports on a"
Home_and_Kitchen_5,3.0,OR,"Nice looking and well made, however, I had to return it because the fan was too loud for me.  I could not operate heater in my bedroom at night."
Kindle_Store_5,4.0,CG,"This book introduces you to some of the characters and introduces you to a lot of the other characters. I had a lot of fun with this book and I'm sure I will be reading more from this author. I received a copy of this book for an honest review. I was looking forward to reading the book, but the last part was so repetitive that I didn't get into it. I'm glad I did. I like a good quick read. I read this book in one sitting, and I absolutely loved it! I was so excited to read this story. The characters were real, and the story flowed perfectly. I could not put it down, and I loved this story."
Books_5,5.0,CG,"If you have ever tried to read the book, you know it's going to be a pretty good read.  This is the story of a young woman who goes to a local newspaper to pick up a newspaper.  She's a young woman who lives with her father and her mother.  They're both very close to each other, and have a lot of fun together.  They're very different, and I think that's the only reason they're so well-known.  They have a lot of things going on in their lives, and they're also very different.  Their lives are very different.  They're very different from each other.  It's a very different world, and it's a very different place.  I think that's a good thing, because it allows us to see the different aspects of each of them.  There are so many different aspects of their lives that I really enjoyed reading about.  I enjoyed the book very much.  I think that there is a lot going on in their lives, and I think that the story of this young woman is very touching.  I think that the book is a very good read, and I think that it's a very good book.  It's a very good book, and I think that it's a very good book."
Electronics_5,4.0,CG,Its a fan;  it doesn't disappoint. I've had it for a couple of years and it's still working.
Kindle_Store_5,4.0,OR,"Once again I enjoyed another part of this story from Jennifer Malone Wright. A good twist in this book, I did not see that coming at all. I'm not going to leave any spoilers in this review, I'm simply going to reiterate that I really enjoy these books. There were very few errors in this too. Looking forward to The Arcadia Falls Chronicles book #2! Bring it on!

Review by Sarah, Owner/Manager of Fae Books"
Clothing_Shoes_and_Jewelry_5,5.0,CG,"excelente zapatos los mismos que esta sucido para la adolescencia, a est"
Kindle_Store_5,5.0,OR,"This is the series that made me fall in love with MM books. Action pack, full of love and unfortunate heartbreak. The ranch guys are a family."
Books_5,4.0,OR,"Very interesting story line.  Ending left a lot to be desired, other wise enjoyable reading."
Home_and_Kitchen_5,5.0,OR,"Extremely well packaged. Very thick outside box, then another inside box, thick cardboard protection top and bottom. On the small side but I knew that. Step for lid works very well and does not tip even when empty. Soft closing lid is nice also. Must use the plastic liner as the bottom is not solid but that is no issue for me since I wanted something that would not rust from my empty, but wet, contact lens packs. Update:  Been several months now and although it sounds foolish, this is one of my favorite items ever purchased on Amazon. The plastic liner is very simple to remove and dump and clean if needed. I do not feel a need to use a plastic bag. The lid opens and closes softly and smoothly each and every time. No need to keep your foot on the pedal to lower the lid."
Electronics_5,1.0,OR,"Pros. 1. Feels like 'quality'. has some heft to it. gives you a warm, fuzzy when you first take it out of the box. 2. Lots of accessories. everything you need to get started vice a  SD card is in the box. including a short HDMI cable. Cons. 1. Terrible video quality. just terrible. grainy  and washed out. you will not be able to read a license plate of a car parked just in front and to the left or right of you. 2. Operation is not intuitive. crazyest sequence of button pushes I've ever experienced. the 'OK' button is not always 'Ok'. button pushing is on par with entering a cheat code in a video game console. I. e. UP, DOWN, MODE, UP, OK, MENU, MODE , UP, DOWN, UP, UP. argghh. 3. Freezes constantly. tape a paper clip to the side of it as your going to need to reset it constantly. 4. Received a used or open box unit. everything was there, but there were fingerprints all over the lense, the instruction manual was all bent to crap,  the protective film and zip lock bags the originally held the pieces where all at the bottom of the box. This was returned (and would have been anyway since it was pre-owned/used). I have ordered a main-stream GARMIN to take its place."
Books_5,5.0,CG,It is so representative of what an academic life is. I will admit that I have been tempted to give up on the book. But I am not the first to do so. This is an excellent book
Home_and_Kitchen_5,3.0,CG,"regardless of the size of the containers, the materials are thick enough to hold a variety of foods.

I had to replace a couple of the plastic plastic containers in the trash"
Clothing_Shoes_and_Jewelry_5,3.0,CG,"It fit fine, since I had to wear an XL. I will keep this bag in the store.I bought this for my son, who lives in the North Dakota area.  He's 5'3"" and it fits him perfectly.  He is very active and has had several sun protection sessions.  He says the jacket"
Kindle_Store_5,5.0,OR,"This sample was on Fire!!! I love, love, love this book so far. Amina is about her business. I can't wait to read the book in its entirety."
Home_and_Kitchen_5,5.0,CG,"same filter as big box's, but the quality is just what it's for. I like the extra suction cup that comes with the"
Books_5,2.0,CG,"Winner of a bevy of national publications, the book is a refreshing glimpse into a period of the past.  The story is told from a very different point of view.  In his first published novel, John Gorman, a young British soldier from the early days of the war, is forced to flee to France to escape the Nazi occupation.  When he is rescued, he is told he is a spy for the Gestapo and is on his way to a Nazi concentration camp.  The story is told from a very different point of view, which is why I recommend it.  The book is a delightful read, and I especially enjoy the characters.  The book is filled with references to other books and to a few other writers.  I can't recommend it enough.  I was very impressed by the writing style of the author.  I would recommend this book to anyone.I really enjoyed the book.  I didn't get a good read.  I was expecting a bit of romance but that didn't happen.  I wanted to love the book and would recommend it to others.Great book.  A great story that was very well told.  I look forward to reading the rest of the series.  I look forward to reading the others.  I am a fan of the author. "
Home_and_Kitchen_5,4.0,OR,"The clock is very nice, but the color-match is slightly off.  I had expected a darker finish.  Still nice, though."
Electronics_5,5.0,OR,I used this to connect my Mac Mini to my 50 inch Plasma display. It worked as directed.
Electronics_5,5.0,OR,"This lens was very high quality, not plastic. Has weight to it, metal and real glass. Does what is advertised!"
Books_5,4.0,OR,"Molly discovers she is pregnant and then her husband leaves her. Left with nothing, Rafe enters her life & offers to help with some repairs around the house. They are very attracted to each other but are constantly fighting their feelings for each other. Slowly they give in & start building s relationship together"
Home_and_Kitchen_5,3.0,CG,"On the plus side, the spout is wide enough to fit a lot of cheese, and the extra space is great. The plastic spout also holds the plastic pan inside of it, so it doesn't spill.

The pan itself is very thin and holds a lot of cheese. It is very easy to clean and it also holds the plastic pan on top of the pan.

Overall, I am very happy with this pan. It is very well made, and I would buy again.I bought this as a Christmas present for my son for his first time.  He loves it, and he loves it that much.  We have not had any problems with it, but I did have some to do with the rubber feet not being as firm as I had hoped.  My son also loves it, but I have no idea how long he will be able to"
Clothing_Shoes_and_Jewelry_5,2.0,OR,I was not impressed with this dress. Cheap material. Cheap look. I kept it since it was cheap and I wear it around the house.
Clothing_Shoes_and_Jewelry_5,4.0,CG,"i really love this t-shirt, the fabric is thick and thick, and the material is durable"
Kindle_Store_5,5.0,OR,"This book was short but very sweet,  a fun ghostly tale that I won't soon forget. I did not see the end coming the way it did, shocked!  But what a wonderful story."
Home_and_Kitchen_5,5.0,CG,Much easier to use Can't go wrong with this product. I will keep my review for the next
Home_and_Kitchen_5,1.0,OR,"These pillows were no better than the cheap $5 pillows you can find at any low-rent discount bricks-and-mortar store.  Since the Dream Supreme pillow set cost far more than $5, I am extremely disappointed, and I've initiated a return and refund request with Amazon.

There is absolutely no neck or head support - those cheap pillows they give you on airplanes provide more support than these alleged Dream Supreme pillows. I woke up with a hideous neck-ache, which is not something I've ever experienced before.  Don't waste a dime of your hard-earned money buying these cheap junk pillows with a fancy expensive-sounding alias.  They're j-u-n-k.

Edited to add: Amazon is a world-class five-star company. The return and refund for this purchase was handled without any hassles or problems."
Books_5,5.0,OR,I really enjoyed this book!! I would recommend this book to any one who likes a good mystery story book.
Electronics_5,4.0,OR,Didn't have any problems with and disk players but just bought this to clean them before they do.
Kindle_Store_5,4.0,CG,"I started with the ""Bayou"" series and thought it would be a great read for the whole family.

I had a lot of fun with the characters and the storyline. I enjoyed that it was a little short and the main characters were a little different than the previous books.

I was looking forward to reading the next book in the series and it was a great ending.

I would recommend this book to anyone who is looking for a great romance with a bit of heat and a bit of romance.I enjoyed this book.  It was a little confusing at times but it"
Kindle_Store_5,3.0,CG,"Ughh. I was expecting more from this book. It just wasn't.

The first one was a little too rushed and I"
Kindle_Store_5,4.0,OR,"Out of Frame is the third In Focus book that I've read and I really liked it!  The story is told in first person from the perspective of both main characters, Jay and Quinn. I always enjoy first person, and while this is a great way to get into the heads of both guys without resorting to third person, sometimes I found it a little confusing. Okay, I admit it, I'm not a young man anymore and maybe my short term memory isn't what it used to be.....  :) Erickson began each chapter with the name of the character telling it, so I guess the confusion wasn't the author's fault.

Anyway, I often like romance stories where opposites are attracted to each other. Jay and Quinn are very different but alike in many ways too. The plot contains a fair share of tension but I likes how the guys dealt with it.

Out of Frame was proofed well, and the Kindle formatting was very good on my iPad. This book is definitely on my 'recommend' list for those who like this genre!"
Books_5,3.0,CG,"Wives has an exciting beginning, a strong beginning, and a strong end.  She does not disappoint.  I had to read the book to get through the story.  I enjoyed the story and had to finish it.  I will be reading the next book in the series.  I am looking forward to reading the next book in the series.I love the idea of the story being told in a book format, as it is.  I like that the author has created a strong voice in the narrative.  The book will be a great read for everyone who is new to this genre.  Highly recommended!I absolutely loved this book.  I love to read about the people I know and the people I love"
Clothing_Shoes_and_Jewelry_5,5.0,CG,"very nice black/white slingback pump, and it's a very comfortable fit."
Electronics_5,2.0,OR,"Adding my voice to the negative reviews about the longevity of the cord and general construction weakness.  Do heed these warnings!  I was concerned the moment I opened the box.  I haven't seen this sort of cord design in a decade.  Most modern earbuds are designed with a rectangular device in mind, i.e. they employ an elbow shaped plug.  This one goes straight out of the unit meaning it'll constantly get bent whether you're using it with a laptop or much more so when it's plugged into an phone or music player that might be in your pocket.

And sure enough, after 9 months of careful usage, the cord failed.  (Also, long before that, the rubber sealant around the connection to the ear piece itself split on both sides not boding well for the future - tho that didn't turn out to actually cause any problems - just a premonition...)

I did love the sound - it is truly excellent, but I expect portable headphones to survive a portable lifestyle.  My previous set, an $80 pair of Sennheisers, lasted for 3 years and when it finally failed it was a speaker failure."
